id,code,name,short_name,parent,active,version,uuid,created_by,created_date,last_modified_by,last_modified_date
96875,43110,Министерство транспорта и коммуникаций Кыргызской Республики (аппарат),,96874,true,1,df2bb602-d6fe-4291-8c66-a3ba816adb8a,import,2023-01-12,import,2023-01-12
96876,43120,Министерство транспорта и коммуникаций Кыргызской Республики (подведомственные учреждения),,96874,true,1,89aab56b-34ea-4450-a6a7-d5973c450f0f,import,2023-01-12,import,2023-01-12
1595332,43130,Дорожный фонд при Министерстве транспорта и коммуникаций Кыргызской Республики,,96874,true,1,38228182-d3ff-4d24-b51f-1249111e85c5,import,2023-01-12,import,2023-01-12
96877,43210,Департамент дорожного хозяйства при Министерстве транспорта и коммуникаций Кыргызской Республики  (аппарат),,96874,true,1,fe24a05c-1f9b-4527-9fa6-114b89912bb1,import,2023-01-12,import,2023-01-12
96878,43220,Департамент дорожного хозяйства при Министерстве транспорта и коммуникаций Кыргызской Республики  (подведомственные учреждения),,96874,true,1,cf6c3fbe-589a-4604-90b9-7a3a9ff95443,import,2023-01-12,import,2023-01-12
96880,43610,Департамент наземного и водного транспорта при Министерстве транспорта и коммуникаций Кыргызской Республики (аппарат),,96874,true,1,8bf0e3e2-7734-422e-ac8f-0908227158ac,import,2023-01-12,import,2023-01-12
96881,43620,Департамент наземного и водного транспорта при Министерстве транспорта и коммуникаций Кыргызской Республики (подведомственные учреждения),,96874,true,1,94e70865-4be4-4ad4-b633-263a64d6c1d5,import,2023-01-12,import,2023-01-12
96883,43910,Министерство транспорта и коммуникаций Кыргызской Республики  (софинансирование ),,96874,true,1,03aeba4d-060a-4d93-aae7-997129b19cc9,import,2023-01-12,import,2023-01-12
96884,43920,Министерство транспорта и коммуникаций Кыргызской Республики (грант),,96874,true,1,ad40892f-2d4a-46e9-b9b8-1d9ab824eb59,import,2023-01-12,import,2023-01-12
96885,43930,Министерство транспорта и коммуникаций Кыргызской Республики (кредит),,96874,true,1,a4393e73-6794-448d-bc6c-2381791e87d9,import,2023-01-12,import,2023-01-12
96886,44,"Министерство культуры, информации, спорта и молодежной политики Кыргызской Республики",,,true,1,a293d596-0b67-4546-963d-7e7a3737e708,import,2023-01-12,import,2023-01-12
96887,44110,"Министерство культуры, информации, спорта и молодежной политики Кыргызской Республики (аппарат)",,96886,true,1,d7285f5f-010c-43a4-b0d8-663a44bbe6e2,import,2023-01-12,import,2023-01-12
